audience1|audience2|audience3|audience4|audience5|audience6|audience7|contributor1id|contributor1name|contributor1role|contributor2id|contributor2name|contributor2role|contributor3id|contributor3name|contributor3role|contributor4id|contributor4name|contributor4role|contributor5id|contributor5name|contributor5role|creator1id|creator1name|creator2id|creator2name|format1|language1|licenseCondition1|publicationType1|publicationVersion1|publishDate1|publisher1|publisher2|repoName|resourceIdentifier1|resourceIdentifier2|resourceIdentifier3|source1|source2|subject10key|subject10value|subject11key|subject11value|subject12key|subject12value|subject1key|subject1value|subject2key|subject2value|subject3key|subject3value|subject4key|subject4value|subject5key|subject5value|subject6key|subject6value|subject7key|subject7value|subject8key|subject8value|subject9key|subject9value|title1|title2|title3
generalPublic||||||||||||||||||||||3000419|Lourdes Bautista Hernández|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2016-11|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/165|||||||||||info:eu-repo/classification/LEM/Hospital Federal de Toxicómanos (México D. F.) - Historia|Hospital Federal de Toxicómanos (México D. F.) - Historia|info:eu-repo/classification/LEM/Drogas abuso - Aspectos sociales - México - Historia|Drogas abuso - Aspectos sociales - México - Historia|info:eu-repo/classification/LEM/Salud Pública - México - Historia|Salud Pública - México - Historia|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/55|HISTORIA|||||||||De la penitenciaría al manicomio. El proceso de institucionalización del Hospital Federal de Toxicómanos de la Ciudad de México 1926-1948||
generalPublic||||||||||||||||||||||3000420|Josué David Piña Valenzuela|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2016-11|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/163|||||||||||info:eu-repo/classification/LEM/Revista Moderna (México)|Revista Moderna (México)|info:eu-repo/classification/LEM/Modernismo (Literatura)|Modernismo (Literatura)|"info:eu-repo/classification/LEM/Hispanoamérica - Vida intelectual - 1830 - |948"|"Hispanoamérica - Vida intelectual - 1830 - |948"|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/55|HISTORIA|||||||||Por un arte moderno en el México finisecular. La Revista Moderna: vocera de una renovación literaria (1898-1903)||
generalPublic||||||||||||||||||||||3000421|JESSICA TREJO|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2016-11|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/164|||||||||||info:eu-repo/classification/LEM/Catedral Metropolitana de México - Historia - Fuentes|Catedral Metropolitana de México - Historia - Fuentes|info:eu-repo/classification/LEM/Viruela - México (D. F.)- Historia|Viruela - México (D. F.)- Historia|info:eu-repo/classification/LEM/Epidemias - México (D. F.) - Historia|Epidemias - México (D. F.) - Historia|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/55|HISTORIA|||||||||La epidemia de viruela de 1797 en El Sagrario de la Ciudad de México vista a través de los registros parroquiales de defunción||
generalPublic||||||||||||||||||||||3000422|oscar melgar|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2016-11|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/166|||||||||||info:eu-repo/classification/LEM/Desastres - Auxilio - América central - Aspectos sociales|Desastres - Auxilio - América central - Aspectos sociales|info:eu-repo/classification/LEM/Desastres - Leyes y legislación|Desastres - Leyes y legislación|info:eu-repo/classification/LEM/Riesgo - Aspectos sociológicos|Riesgo - Aspectos sociológicos|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/63|SOCIOLOGÍA|||||||||La Cooperación Internacional para el Desarrollo y la vulnerabilidad frente a los desastres. El caso Centroamérica 1998-2015||
generalPublic||||||||||||||||||||||3000423|Carlota Zenteno|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2016-11|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/169|||||||||||info:eu-repo/classification/LEM/Urbanismo - México (D. F.) - Historia|Urbanismo - México (D. F.) - Historia|info:eu-repo/classification/LEM/Urbanización Centro histórico (D. F.) - Historia|Urbanización Centro histórico (D. F.) - Historia|info:eu-repo/classification/LEM/Mercados México (D. F.) - Historia|Mercados México (D. F.) - Historia|info:eu-repo/classification/LEM/México (D. F.) - Vida social y costumbres - Siglo XX|México (D. F.) - Vida social y costumbres - Siglo XX|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/55|HISTORIA|||||||La valorización sociocultural y el proceso de transformación del centro de la Ciudad de México en tiempos de Ernesto P. Uruchurtu 1952-1960||
generalPublic||||||||||||||||||||||3000425|Violeta Martínez García|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2016-11|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/168|||||||||||info:eu-repo/classification/LEM/Conocimiento teoría del|Conocimiento teoría del|info:eu-repo/classification/LEM/Conocimiento - Sociología de los aspectos educativos|Conocimiento - Sociología de los aspectos educativos|info:eu-repo/classification/LEM/Educación y estado - Hidalgo - Aspectos sociales|Educación y estado - Hidalgo - Aspectos sociales|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/63|SOCIOLOGÍA|||||||||La gestión del conocimiento en la cooperación internacional para el desarrollo: El Programa de Intercambio de Conocimiento coreano KSP en el Estado de Hidalgo 2014-2015 rompiendo paradigmas||
generalPublic||||||||||||||||||||||3000439|ANGÉLICA ESMERALDA RIVERA SOSA|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2016-11|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/170|||||||||||info:eu-repo/classification/LEM/Pobreza - México|Pobreza - México|info:eu-repo/classification/LEM/Participación social - México - Aspectos políticos|Participación social - México - Aspectos políticos|info:eu-repo/classification/LEM/México - Política social - 2006|México - Política social - 2006|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/63|SOCIOLOGÍA|||||||||La participación social y comunitaria de los Comités Comunitarios de la Cruzada Nacional contra el Hambre en el municipio de Tehuacán Puebla||
generalPublic||||||||||||||||||||||3000440|Laura Karina Gutiérrez|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2016-11|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/171|||||||||||info:eu-repo/classification/LEM/Cooperación internacional - Aspectos económicos - Estudio de caso|Cooperación internacional - Aspectos económicos - Estudio de caso|info:eu-repo/classification/LEM/Cooperación económica|Cooperación económica|info:eu-repo/classification/LEM/Países en desarrollo - Relaciones económicas extranjeras|Países en desarrollo - Relaciones económicas extranjeras|info:eu-repo/classification/LEM/Pobreza - Países en desarrollo|Pobreza - Países en desarrollo|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/53|CIENCIAS ECONÓMICAS|||||||Diez años del Fondo IBSA como herramienta de cooperación sur-sur visiones desde la India||
generalPublic||||||||||||||||||||||3000442|Rogelio Salgado Carrasco|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2016-11|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/173|||||||||||info:eu-repo/classification/LEM/Policía - México (D. F.) - Historia|Policía - México (D. F.) - Historia|info:eu-repo/classification/LEM/México (D. F.) - Departamento del Distrito Federal - Secretaría General de Protección y Vialidad - Historia|México (D. F.) - Departamento del Distrito Federal - Secretaría General de Protección y Vialidad - Historia|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/55|HISTORIA|||||||||||Riesgo y premisas de decisión en la policía del Distrito Federal. El caso del Sector Centro||
generalPublic|||||||2043828|JAVIER URBANO REYES|asesorTesis|||||||||||||3000445|Molly Kate Goss|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2016|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/250|||||||||||info:eu-repo/classification/LEM/Cooperación internacional; México; Aspectos migratorios; Desarrollo económico; Inmigrantes; Aspectos económicos; Remesas de emigrantes; Emigración e inmigración|Cooperación internacional; México; Aspectos migratorios; Desarrollo económico; Inmigrantes; Aspectos económicos; Remesas de emigrantes; Emigración e inmigración|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||El papel de la cooperación internacional en la gestión de la movilidad migratoria en México: Marcos de Referencia||
generalPublic||||||||||||||||||||||2002225|VICTOR MANUEL GONZALEZ ESPARZA|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2017-02|INSTITUTO MORA||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/174|||||||||||info:eu-repo/classification/LEM/Hacienda del Mezquite (Zacatecas)|Hacienda del Mezquite (Zacatecas)|info:eu-repo/classification/LEM/Tierras - Tenencia - Zacatecas - Historia|Tierras - Tenencia - Zacatecas - Historia|info:eu-repo/classification/LEM/Trabajos forzados - Mexico|Trabajos forzados - Mexico|info:eu-repo/classification/LEM/Zacatecas - Condiciones rurales - 1867-1911|Zacatecas - Condiciones rurales - 1867-1911|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/55|HISTORIA|||||||Una hacienda zacatecana durante el porfiriato||
generalPublic||||||||||||||||||||||2010007|YOLANDA PADILLA RANGEL|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2017-02|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/175|||||||||||info:eu-repo/classification/LEM/Aguascalientes - Diócesis|Aguascalientes - Diócesis|info:eu-repo/classification/LEM/Iglesia Católica en Aguascalientes|Iglesia Católica en Aguascalientes|info:eu-repo/classification/LEM/Iglesia y problemas sociales - Iglesia Católica - Aguascalientes|Iglesia y problemas sociales - Iglesia Católica - Aguascalientes|info:eu-repo/classification/LEM/Aguascalientes - Religión|Aguascalientes - Religión|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||Iglesia y sociedad en Aguascalientes: un conflicto de los años 70||
generalPublic||||||||||||||||||||||2121772|MARIA DEL PILAR IRACHETA CENECORTA|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2017-02|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/176|||||||||||info:eu-repo/classification/LEM/Ocoyoacac (México (Estado)) - Condiciones sociales - 1982-1988|Ocoyoacac (México (Estado)) - Condiciones sociales - 1982-1988|info:eu-repo/classification/LEM/Ocoyoacac (México (Estado)) - Política y gobierno - 1982-1988|Ocoyoacac (México (Estado)) - Política y gobierno - 1982-1988|info:eu-repo/classification/LEM/Ocoyoacac (México (Estado)) - Condiciones rurales - 1982-1988|Ocoyoacac (México (Estado)) - Condiciones rurales - 1982-1988|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/54|GEOGRAFÍA|||||||||Ocoyoacac: los límites de un movimiento social 1982-1988||
generalPublic||||||||||||||||||||||2015914|OLGA JUANA MONTES GARCIA|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2017-02|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/177|||||||||||info:eu-repo/classification/LEM/Maestros - Oaxaca - Villa Alta|Maestros - Oaxaca - Villa Alta|info:eu-repo/classification/LEM/Indios de México - Educación|Indios de México - Educación|info:eu-repo/classification/LEM/Villa Alta (Oaxaca) - Condiciones sociales - 1988|Villa Alta (Oaxaca) - Condiciones sociales - 1988|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/54|GEOGRAFÍA|||||||||Maestros indígenas relaciones de poder y cultura regional||
generalPublic||||||||||||||||||||||2010315|ROSALIA LOPEZ PANIAGUA|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2017-02|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/178|||||||||||info:eu-repo/classification/LEM/Trabajo y trabajadores - Habitaciones - Mexico|Trabajo y trabajadores - Habitaciones - Mexico|info:eu-repo/classification/LEM/Urbanizacion – Mexico|Urbanizacion – Mexico|info:eu-repo/classification/LEM/MExico - PolItica social|MExico - PolItica social|info:eu-repo/classification/LEM/MExico - Condiciones sociales - 1970|MExico - Condiciones sociales - 1970|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/59|CIENCIA POLÍTICA|||||||Las políticas públicas del Estado y la sociedad urbana: políticas de vivienda||
generalPublic||||||||||||||||||||||2177247|BERTHA ALICIA VILLASEÑOR PALACIOS|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2017-02|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/179|||||||||||info:eu-repo/classification/LEM/Turismo - Nayarit|Turismo - Nayarit|info:eu-repo/classification/LEM/Nayarit - Politica economica - 1970|Nayarit - Politica economica - 1970|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/54|GEOGRAFÍA|||||||||||Estado turismo y desarrollo regional: el caso de la costa sur de Nayarit||
generalPublic||||||||||||||||||||||2078478|ENEDINA HEREDIA QUEVEDO|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2017-02|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/180|||||||||||info:eu-repo/classification/LEM/Nayarit - Politica y gobierno - 1970|Nayarit - Politica y gobierno - 1970|info:eu-repo/classification/LEM/Nayarit - Condiciones económicas - 1970|Nayarit - Condiciones económicas - 1970|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/54|GEOGRAFÍA|||||||||||Tabaco y control político en Nayarit 1972-1990||
generalPublic||||||||||||||||||||||2087331|MARIA GUADALUPE GARCIA ALCARAZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2017-03|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/182|||||||||||info:eu-repo/classification/LEM/Maestros - Oaxaca - Villa Alta|Maestros - Oaxaca - Villa Alta|info:eu-repo/classification/LEM/Indios de México - Educación|Indios de México - Educación|info:eu-repo/classification/LEM/Villa Alta (Oaxaca) - Condiciones sociales - 1988|Villa Alta (Oaxaca) - Condiciones sociales - 1988|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/54|GEOGRAFÍA|||||||||Poder educación y región : municipio gobierno del Estado arzobispado y escuelas primarias en Guadalajara 1867-1914||
generalPublic||||||||||||||||||||||2202921|JAVIER VILLEGAS SIERRA|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2017-03|||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/184|||||||||||info:eu-repo/classification/LEM/Cerveza - Industria – Tlaxcala|Cerveza - Industria – Tlaxcala|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/54|GEOGRAFÍA|||||||||||||Reconfiguración territorial del sistema productivo cervecero : Tlaxcala década de los ochenta||
generalPublic||||||||||||||||||||||2201500|JUAN MORA HEREDIA|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2017-03|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/185|||||||||||info:eu-repo/classification/LEM/Consejo Estudiantil Universitario (Mexico D.F.)|Consejo Estudiantil Universitario (Mexico D.F.)|info:eu-repo/classification/LEM/Movimientos estudiantiles - Mexico|Movimientos estudiantiles - Mexico|info:eu-repo/classification/LEM/Universidades y colegios - Mexico|Universidades y colegios - Mexico|info:eu-repo/classification/LEM/Educación superior y Estado - Mexico|Educación superior y Estado - Mexico|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/59|CIENCIA POLÍTICA|||||||Poder político y movimiento social: el caso del Consejo Estudiantil Universitario (CEU)||
generalPublic||||||||||||||||||||||2025372|MARIA DEL SOCORRO ARZALUZ SOLANO|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2017-03|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/186|||||||||||info:eu-repo/classification/LEM/Asamblea de Barrios (Mexico D. F.)|Asamblea de Barrios (Mexico D. F.)|info:eu-repo/classification/LEM/Movimientos sociales - Mexico (D. F.)|Movimientos sociales - Mexico (D. F.)|info:eu-repo/classification/LEM/Mujeres - Mexico (D. F.) - Condiciones sociales|Mujeres - Mexico (D. F.) - Condiciones sociales|info:eu-repo/classification/LEM/Barrios - México (D. F.)|Barrios - México (D. F.)|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/54|GEOGRAFÍA|||||||Organización social y mujer en el Centro de la ciudad de México : el caso de la Asamblea de Barrios 1985-1993||
generalPublic||||||||||||||||||||||2094159|MARTHA PATRICIA MENDOZA RAMIREZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2017-03|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/187|||||||||||info:eu-repo/classification/LEM/Recursos naturales - Chiapas|Recursos naturales - Chiapas|info:eu-repo/classification/LEM/Ecología - Chiapas|Ecología - Chiapas|info:eu-repo/classification/LEM/Planificación regional - Selva Lacandona|Planificación regional - Selva Lacandona|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/54|GEOGRAFÍA|||||||||Reorganización espacial en la Selva Lacandona: una visión histórica||
generalPublic||||||||||||||||||||||2080247|ISIDORO JIMENEZ CAMBEROS|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2017-03|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/188|||||||||||info:eu-repo/classification/LEM/Jalisco - Condiciones económicas - Siglo XIX|Jalisco - Condiciones económicas - Siglo XIX|info:eu-repo/classification/LEM/Jalisco - Historia - Siglo XIX|Jalisco - Historia - Siglo XIX|info:eu-repo/classification/LEM/Jalisco - Condiciones sociales - Siglo XIX|Jalisco - Condiciones sociales - Siglo XIX|info:eu-repo/classification/LEM/Jalisco - Política y gobierno - Siglo XIX|Jalisco - Política y gobierno - Siglo XIX|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/54|GEOGRAFÍA|||||||El sur de Jalisco: la conformación de una región||
generalPublic||||||||||||||||||||||2670592|SAMUEL RICO MEDINA|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2017-03|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/189|||||||||||info:eu-repo/classification/LEM/Tabasco - Historia - 1910-1911|Tabasco - Historia - 1910-1911|info:eu-repo/classification/LEM/Tabasco - Historia - 1913-1920|Tabasco - Historia - 1913-1920|info:eu-repo/classification/LEM/Tabasco - Politica y gobierno - 1910-1946|Tabasco - Politica y gobierno - 1910-1946|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/54|GEOGRAFÍA|||||||||La revolución mexicana en Tabasco: un estudio sobre las élites políticas regionales 1884-1921||
generalPublic||||||||||||||||||||||2072035|JOSE FELIPE REYES MIRANDA|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2017-03|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/190|||||||||||info:eu-repo/classification/LEM/Política ambiental - México (D.F.)|Política ambiental - México (D.F.)|info:eu-repo/classification/LEM/Aire - Contaminación - México (D.F.)|Aire - Contaminación - México (D.F.)|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/59|CIENCIA POLÍTICA|||||||||||Política ambiental en la Ciudad de México : en torno a la contaminación del aire: desarrollo industrial gestión pública y participación social 1970-1992||
generalPublic||||||||||||||||||||||2078709|ANA B VILA FREYER|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2017-03|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/191|||||||||||info:eu-repo/classification/LEM/Empresarios - Nuevo León - Monterrey|Empresarios - Nuevo León - Monterrey|info:eu-repo/classification/LEM/Industria y Estado - Nuevo León - Monterrey|Industria y Estado - Nuevo León - Monterrey|info:eu-repo/classification/LEM/Nuevo León - Condiciones económicas - 1988|Nuevo León - Condiciones económicas - 1988|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/59|CIENCIA POLÍTICA|||||||||La batalla silenciosa: nuevas ideas nuevas alianzas ¿nuevo corporativismo?: los empresarios de Monterrey y el Estado 1970-1988||
generalPublic||||||||||||||||||||||2019476|TOMAS FRANCISCO MARCELO RAMIREZ RUIZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2017-03|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/192|||||||||||info:eu-repo/classification/LEM/Cosmogonía|Cosmogonía|info:eu-repo/classification/LEM/Indios de México - Oaxaca|Indios de México - Oaxaca|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/54|GEOGRAFÍA|||||||||||Un lugar para vivir: los signos occidentales en la Provincia de Antequera Nueva España siglos XVI-XVII||
generalPublic||||||||||||||||||||||868688|RICARDO JIMENEZ GONZALEZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2017-03|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/193|||||||||||info:eu-repo/classification/LEM/Urbanizacion - Iztapalapa (D.F.)|Urbanizacion - Iztapalapa (D.F.)|info:eu-repo/classification/LEM/Costos y nivel de vida - Iztapalapa (D.F.)|Costos y nivel de vida - Iztapalapa (D.F.)|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/54|GEOGRAFÍA|||||||||||Políticas urbanas y calidad de vida en la Delegación Iztapalapa 1988-1994||
generalPublic||||||||||||||||||||||2145172|ALFREDO LIMAS HERNANDEZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2017-03|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/194|||||||||||info:eu-repo/classification/LEM/El Paso Interreligious Sponsoring Organizations|El Paso Interreligious Sponsoring Organizations|info:eu-repo/classification/LEM/Utopias|Utopias|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/54|GEOGRAFÍA|||||||||||Memorias fronteras y utopías: Paso del Norte 1995 : proceso utópico en comunidades eclesiales de base organización popular independiente y El Paso Interreligious Sponsoring Organizations: Ciudad Juárez-El Paso||
generalPublic||||||||||||||||||||||2073999|LETICIA SANTIAGO GUERRERO|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2017-03|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/195|||||||||||info:eu-repo/classification/LEM/Mixtecas - Condiciones sociales|Mixtecas - Condiciones sociales|info:eu-repo/classification/LEM/Mujeres - Oaxaca - Condiciones sociales|Mujeres - Oaxaca - Condiciones sociales|info:eu-repo/classification/LEM/Trabajo migratorio - Baja California (Norte) - Tijuana|Trabajo migratorio - Baja California (Norte) - Tijuana|info:eu-repo/classification/LEM/Tijuana (Baja California Norte) - Emigración e inmigración|Tijuana (Baja California Norte) - Emigración e inmigración|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/54|GEOGRAFÍA|||||||La inmigrante indígena mixteca en la ciudad de Tijuana Baja California: elementos de identidad 1980-1989||
generalPublic||||||||||||||||||||||2073995|CARLOS BUSTAMANTE LOPEZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2017-03|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/196|||||||||||info:eu-repo/classification/LEM/Urbanizacion - Tlaxcala - Historia|Urbanizacion - Tlaxcala - Historia|info:eu-repo/classification/LEM/Gobierno municipal - Tlaxcala - Historia|Gobierno municipal - Tlaxcala - Historia|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/54|GEOGRAFÍA|||||||||||La ciudad de Tlaxcala durante el prosperato 1885 a 1911||
generalPublic||||||||||||||||||||||2073988|ARSENIO ERNESTO GONZALEZ REYNOSO|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2017-03|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/197|||||||||||info:eu-repo/classification/LEM/Agua - Abastecimiento - Puebla - Puebla|Agua - Abastecimiento - Puebla - Puebla|info:eu-repo/classification/LEM/Agua - Purificacion|Agua - Purificacion|info:eu-repo/classification/LEM/Gobierno local - Puebla - Puebla|Gobierno local - Puebla - Puebla|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/54|GEOGRAFÍA|||||||||El agua en la ciudad de Puebla: descentralización privatización y participación ciudadana en la gestión de los servicios de agua potable y saneamiento 1988-1994||
generalPublic||||||||||||||||||||||2019269|MARCO ANTONIO LANDAVAZO ARIAS|||application/pdf|spa|http://creativecommons.org/licenses/by-nc/4.0|info:eu-repo/semantics/masterThesis||2017-03|Instituto Mora||Repositorio MORA|http://mora.repositorioinstitucional.mx/jspui/handle/1018/198|||||||||||info:eu-repo/classification/LEM/Urbanizacion - México - Historia|Urbanizacion - México - Historia|info:eu-repo/classification/LEM/Ciudades y pueblos - México - Historia|Ciudades y pueblos - México - Historia|info:eu-repo/classification/LEM/México - Población - Historia|México - Población - Historia|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/54|GEOGRAFÍA|||||||||La población urbana en el noroeste de México: los años formativos 1768-1880||
