title1,resourceIdentifier1,creator1id,creator1name,contributor1id,contributor1name,contributor1role,contributor2id,contributor2name,contributor2role,format1,language1,licenseCondition1,publicationType1,publicationVersion1,publishDate1,publisher1,publisher2,repoName,,resourceIdentifier2,resourceIdentifier3,source1,source2,subject1key,subject1value,subject2key,subject2value,subject3key,subject3value,subject4key,subject4value,subject5key,subject5value,,title2,title3,,,,,,,,,,,,,,,,,,,,,,,,,,
¿Dilema del elector o del Estado? : un estudio sobre la relación entre presencia estatal y participación electoral en las elecciones locales de Colombia (2007 y 2011),http://flacso.repositorioinstitucional.mx/jspui/handle/1026/71,,Pablo  Zapata Tamayo,3000546,Rodrigo Salazar-Elena,director,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2014,,,Repositorio Institucional FLACSO México,,,,Publicación impresa,,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Elecciones Locales,Elecciones Locales,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Participación Política,Participación Política,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Partidos Políticos,Partidos Políticos,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Democracia,Democracia,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Guerras y Conflictos Armados,Guerras y Conflictos Armados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armando el rompecabezas : un análisis sobre la importancia de concepciones espacios y prácticas en la construcción de equidad educativa para el caso uruguayo,http://flacso.repositorioinstitucional.mx/jspui/handle/1026/76,,CECILIA INÉS  ALONSO  BIANCO,2121429,URSULA DEL CARMEN ZURITA RIVERA,director,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2014,FLACSO México,,Repositorio Institucional FLACSO México,,,,Publicación impresa,,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Educación,Educación,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Igualdad de Oportunidades,Igualdad de Oportunidades,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Equidad,Equidad,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Educación Básica,Educación Básica,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Enseñanza,Enseñanza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Asambleas Comunitarias en Tlaxcala como eje de la gestión del agua : una experiencia de gobernanza colaborativa,http://flacso.repositorioinstitucional.mx/jspui/handle/1026/80,847241,CAROLINA ESCOBAR NEIRA,2009971,MARIA LUISA TORREGROSA Y ARMENTIA,director,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,info:eu-repo/semantics/acceptedVersion,2015,FLACSO México,,Repositorio Institucional FLACSO México,,,,Publicación impresa,,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Agua Potable,Agua Potable,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Gestión de los Recursos Hídricos,Gestión de los Recursos Hídricos,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Abastecimiento de Agua,Abastecimiento de Agua,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Participación Comunitaria,Participación Comunitaria,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Gobernanza,Gobernanza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El orden político kirchnerista : hegemonía y populismo en Argentina 1998-2015,http://flacso.repositorioinstitucional.mx/jspui/handle/1026/78,,FRANCISCO J.  CANTAMUTTO,2041249,LUIS DANIEL VAZQUEZ VALENCIA,director,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,info:eu-repo/semantics/acceptedVersion,2015,FLACSO México,,Repositorio Institucional FLACSO México,,,,Publicación impresa,,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Populismo,Populismo,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Hegemonía,Hegemonía,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Poder Político,Poder Político,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Clase Social,Clase Social,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Doctrina Política,Doctrina Política,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clientelismo ventajas posicionales y representación política : Chile bajo una mirada local,http://flacso.repositorioinstitucional.mx/jspui/handle/1026/79,928225,DAVID LUJAN VERON,2041249,LUIS DANIEL VAZQUEZ VALENCIA,director,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/acceptedVersion,2014,FLACSO México,,Repositorio Institucional FLACSO México,,,,Publicación impresa,,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Clientelismo,Clientelismo,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Partidos Políticos,Partidos Políticos,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Gobierno Representativo,Gobierno Representativo,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Gobierno Municipal,Gobierno Municipal,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Unión Demócrata Independiente (Chile),Unión Demócrata Independiente (Chile),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIBERCARTOGRAFÍA EN LA WEB: CONOCIMIENTO REPRESENTACIÓN Y COMUNICACIÓN.,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/4,3000086,Alberto Porras Velázquez,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2008-10,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/54,GEOGRAFÍA,info:eu-repo/classification/cti/5499,OTRAS ESPECIALIDADES GEOGRÁFICAS,info:eu-repo/classification/cti/549999,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cibercartografía Web: Hacia la construcción de un Modelo Colaborativo de Conocimiento Cibercartográfico,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/3,3000083,JESUS TRUJILLO,,,,,,,application/pdf,,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2009-05-20,CENTROGEO,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/54,GEOGRAFÍA,info:eu-repo/classification/cti/5499,OTRAS ESPECIALIDADES GEOGRÁFICAS,info:eu-repo/classification/cti/549999,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Construcción de relaciones espaciales asociada al uso de un navegador espacial urbano. Estudio de caso: En la Ciudad de México.,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/6,3000092,Cecilia Gutiérrez Nieto,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2006-09,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/54,GEOGRAFÍA,info:eu-repo/classification/cti/5403,GEOGRAFÍA HUMANA,info:eu-repo/classification/cti/540306,GEOGRAFÍA SOCIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El proceso de construcción de conocimiento geospacial acerca de los eventos de precipitación intensa en el Noroeste de México.,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/7,3000101,Juan Manuel,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2006-09-15,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/54,GEOGRAFÍA,info:eu-repo/classification/cti/5404,GEOGRAFÍA REGIONAL,info:eu-repo/classification/cti/540499,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La segregación residencial en San Cristóbal de Las Casas y Mérida. Patrones de precariedad y opulencia.,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/8,3000103,Camilo Caudillo,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2009-06-08,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/52,DEMOGRAFÍA,info:eu-repo/classification/cti/5206,CARACTERÍSTICAS DE LA POBLACIÓN,info:eu-repo/classification/cti/520610,CARACTERÍSTICAS SOCIO-ECONÓMICAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El papel de la Cibercartografía en la elaboración de Políticas Públicas Territoriales.,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/9,3000105,Enrique Muñoz Goncen,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2006-09,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/54,GEOGRAFÍA,info:eu-repo/classification/cti/5404,GEOGRAFÍA REGIONAL,info:eu-repo/classification/cti/540401,GEOGRAFÍA URBANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La teoría de la conversación en cibercartografía: El diseño de una aplicación en un atlas cibercartográfico.,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/10,3000140,Yolotzin Aguirre Figueroa,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2006-09-22,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/54,GEOGRAFÍA,info:eu-repo/classification/cti/5499,OTRAS ESPECIALIDADES GEOGRÁFICAS,info:eu-repo/classification/cti/549999,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fantasía y cartografía: Una propuesta para la vinculación de las ciencias sociales el arte y las humanidades a la cibercartografía,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/11,3000143,José Javier Alavez Gómez,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2015-04,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/54,GEOGRAFÍA,info:eu-repo/classification/cti/5499,OTRAS ESPECIALIDADES GEOGRÁFICAS,info:eu-repo/classification/cti/549999,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Análisis de la vulnerabilidad en zonas calientes delictivas del Centro Histórico de la Ciudad de México. Un enfoque de análisis socioespacial,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/13,3000145,Yezmin Calvillo Saldaña,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2013-03-22,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/54,GEOGRAFÍA,info:eu-repo/classification/cti/5403,GEOGRAFÍA HUMANA,info:eu-repo/classification/cti/540306,GEOGRAFÍA SOCIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Desde la prospección hasta la preservación del patrimonio arqueológico: El caso del sitio ""El Japón"" en San Gregorio Atlapulco. Aportaciones de la Geomática a la Arqueología.",http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/14,3000146,Erika Guadalupe León Soriano,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2015-12-18,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/54,GEOGRAFÍA,info:eu-repo/classification/cti/5404,GEOGRAFÍA REGIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desarrollo e implementación de un modelo para la clasificación automática de unidades de relieve a partir de modelos digitales de elevación,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/15,3000147,Daniel María López López,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2006,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/54,GEOGRAFÍA,info:eu-repo/classification/cti/5499,OTRAS ESPECIALIDADES GEOGRÁFICAS,info:eu-repo/classification/cti/549999,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diseño conceptual de un sistema de información geográfica para la certificación y trazabilidad del café orgánico en la Selva Lacandona,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/16,3000148,Luis Alejandro Castellanos Fajardo,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2009-06,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/54,GEOGRAFÍA,info:eu-repo/classification/cti/5404,GEOGRAFÍA REGIONAL,info:eu-repo/classification/cti/540499,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diseño conceptual de un atlas cibercartográfico: La dinámica territorial del Pueblo de Xoco,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/21,3000158,Vanessa Chávez Mendoza,,,,,,,application/pdf,,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2016-06,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/54,GEOGRAFÍA,info:eu-repo/classification/cti/5499,OTRAS ESPECIALIDADES GEOGRÁFICAS,info:eu-repo/classification/cti/549999,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La percepción de inseguridad y el miedo al delito en los diagnósticos de inseguridad. Una propuesta metodológica desde la geomática,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/26,3000163,Socorro Flores Gutiérrez,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2015-12,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/54,GEOGRAFÍA,info:eu-repo/classification/cti/5403,GEOGRAFÍA HUMANA,info:eu-repo/classification/cti/540306,GEOGRAFÍA SOCIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Identificación de causas clave amenazantes para la agricultura periurbana y la construcción de sistemas de alimentos locales en Xochimilco y San Gregorio Atlapulco Distrito Federal: Una propuesta metodológica,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/31,3000168,Citlalli Alhelí González Hernández,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2015-11,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/54,GEOGRAFÍA,info:eu-repo/classification/cti/5401,GEOGRAFÍA ECONÓMICA,info:eu-repo/classification/cti/540102,GEOGRAFÍA DE LAS ACTIVIDADES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La construcción de significados con cibercartografía,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/32,3000169,Rocío Elvia Islas Torres,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2006-09,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/54,GEOGRAFÍA,info:eu-repo/classification/cti/5499,OTRAS ESPECIALIDADES GEOGRÁFICAS,info:eu-repo/classification/cti/549999,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modelos geo-espaciales del medio urbano: El caso de la contaminación ambiental,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/35,3000172,Pablo López Ramírez,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2008,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/54,GEOGRAFÍA,info:eu-repo/classification/cti/5499,OTRAS ESPECIALIDADES GEOGRÁFICAS,info:eu-repo/classification/cti/549999,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metodología para la elaboración del catálogo de paisajes culturales de Milpa Alta,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/37,3000174,Alhelí Madrid Espinosa,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2016-06-22,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/54,GEOGRAFÍA,info:eu-repo/classification/cti/5404,GEOGRAFÍA REGIONAL,info:eu-repo/classification/cti/540499,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mediación entre modelos de conocimiento para la elaboración de proyectos geomáticos,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/40,3000177,Guillermo Carlos Martínez Verduzco,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2012-06,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/54,GEOGRAFÍA,info:eu-repo/classification/cti/5499,OTRAS ESPECIALIDADES GEOGRÁFICAS,info:eu-repo/classification/cti/549999,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El modelo gravitacional como medida del acceso alimentario: Una propuesta para México,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/42,3000179,Pavel Ernesto Popoca Cruz,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2014-12,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/54,GEOGRAFÍA,info:eu-repo/classification/cti/5499,OTRAS ESPECIALIDADES GEOGRÁFICAS,info:eu-repo/classification/cti/549999,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La semiótica en las nuevas expresiones geoespaciales,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/43,3000180,Gabriela Quiroz Cázares,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2011-02,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/54,GEOGRAFÍA,info:eu-repo/classification/cti/5499,OTRAS ESPECIALIDADES GEOGRÁFICAS,info:eu-repo/classification/cti/549999,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propuesta de plataforma geocibernética: La gestión socio-territorial de los residuos sólidos valorizables como base de un proceso complejo de toma de decisiones para la gobernanza territorial de la basura,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/61,3000209,José Netzahualcóyotl Salazar Guzmán,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2015-04-13,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/54,GEOGRAFÍA,info:eu-repo/classification/cti/5499,OTRAS ESPECIALIDADES GEOGRÁFICAS,info:eu-repo/classification/cti/549999,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reflexiones sobre un Modelo Geoespacial para la navegación terrestre. El caso México,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/65,3000192,RodolfoFrancisco Javier Sánchez Guerrero,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2006-09,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/54,GEOGRAFÍA,info:eu-repo/classification/cti/5499,OTRAS ESPECIALIDADES GEOGRÁFICAS,info:eu-repo/classification/cti/549999,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Sistemas de Información Geográfica Participativos. Aportaciones desde la cebernética,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/66,3000238,Tania Serrano Candela,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2012-08-06,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/54,GEOGRAFÍA,info:eu-repo/classification/cti/5499,OTRAS ESPECIALIDADES GEOGRÁFICAS,info:eu-repo/classification/cti/549999,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propuesta didáctica para la enseñanza del pensamiento geoespacial en la educación básica,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/69,3000241,Aura Citlalli Torres Gómez,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2012-02,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/54,GEOGRAFÍA,info:eu-repo/classification/cti/5499,OTRAS ESPECIALIDADES GEOGRÁFICAS,info:eu-repo/classification/cti/549999,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geomática y política pública: Un modelo teórico de comunicación territorial para una gobernanza efectiva,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/74,3000105,Enrique Muñoz Goncen,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2015,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/59,CIENCIA POLÍTICA,info:eu-repo/classification/cti/5909,ADMINISTRACIÓN PÚBLICA,info:eu-repo/classification/cti/590999,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La aplicación de la geomática en los estudios etnohistóricos: La conformación del Obispado de Michoacán en el siglo XVII,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/111,,MARÍA DOLORES LANDEROS MÁRQUEZ,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2011-02,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/54,GEOGRAFÍA,info:eu-repo/classification/cti/5402,GEOGRAFÍA HISTÓRICA,info:eu-repo/classification/cti/540299,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aportes al desarrollo científico en geomática: Un enfoque de conocimiento transdisciplinario,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/113,3000202,María Margarita Parás Fernández,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2008,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/54,GEOGRAFÍA,info:eu-repo/classification/cti/5499,OTRAS ESPECIALIDADES GEOGRÁFICAS,info:eu-repo/classification/cti/549999,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La percepción de la inseguridad y el miedo al delito en los diagnósticos de Inseguridad: Una propuesta metodológica desde la geomática.,http://centrogeo.repositorioinstitucional.mx/jspui/handle/1012/217,3000163,Socorro Flores Gutiérrez,,,,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2015-12,,,Repositorio Institucional de CENTROGEO,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/63,SOCIOLOGÍA,info:eu-repo/classification/cti/6310,PROBLEMAS SOCIALES,info:eu-repo/classification/cti/631002,DELINCUENCIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
¡Y eso es todos los años! : conviviendo con las inundaciones en Guadalajara,http://colmich.repositorioinstitucional.mx/jspui/handle/1016/43,3000611,José de Jesús Flores Durán,348514,Nemer Narchi,director,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/acceptedVersion,2017-03-01,,,Repositorio Institucional de COLMICH,,,,,,info:eu-repo/classification/LEMB/Desastres Naturales -- Jalisco,Desastres Naturales -- Jalisco,info:eu-repo/classification/LEMB/Inundaciones -- Jalisco,Inundaciones -- Jalisco,info:eu-repo/classification/LEMB/Seguridad Humana -- Jalisco,Seguridad Humana -- Jalisco,info:eu-repo/classification/LEMB/Administración de Emergencias,Administración de Emergencias,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conocimiento campesinos y paisajes de montaña : relación entre humanos no-humanos y espacio en la configuración de agricultura campesina del café en El Carmen San Lorenzo Nariño Colombia,http://colmich.repositorioinstitucional.mx/jspui/handle/1016/40,3000598,Tyanif Rico Rodriguez,3000599,Nicola Maria Keilbach Baer,director,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/submittedVersion,2016-09-30,,,Repositorio Institucional de COLMICH,,,,,,info:eu-repo/classification/LEMB/Café -- Cultivo -- Colombia,Café -- Cultivo -- Colombia,info:eu-repo/classification/LEMB/Café -- Aspectos Económicos -- Colombia,Café -- Aspectos Económicos -- Colombia,info:eu-repo/classification/LEMB/Ecología Agrícola,Ecología Agrícola,info:eu-repo/classification/LEMB/Agricultura,Agricultura,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
