Title,File Name,Repo_name,creator,identifier,Date,language_correcto,Grado,Centro,Programa,Publisher,Subject Conacyt,Subject Conacyt 2,Tema - Especialización,Subject,Audience 1,Audience 2
La educación como conquista: empresa franciscana en México,1972_kobayashi_jm.pdf,1972_kobayashi_jm.pdf,"Kobayashi H. , José María F. Kazuhiro",816,1972,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Educación,Researchers,Students
"Elites empresariales: parentesco, coaliciones y empresarios en México: el caso de Yucatán",1991_ramirez_la.pdf,1991_ramirez_la.pdf,"Ramírez Carrillo, Luis A",830,1991,,Doctor en Ciencias Sociales,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,Sociología,Elite (Ciencias Sociales),Researchers,Students
El orden de la interpretación: un estudio sobre Muerte y transfiguración de Martín Fierro de Ezequiel Martínez Estrada,1991_weinberg_li.pdf,1991_weinberg_li.pdf,"Weinberg Marchevsky, Liliana Irene",836,1991,,Doctor en Literatura Hispánica,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,"Martínez Estrada, Ezequiel",Researchers,Students
Las sociedades protestantes en México 1872-1911: un liberalismo radical de oposición al porfirismo y de participación en la revolución maderista,1987_bastian_jp.pdf,1987_bastian_jp.pdf,"Bastian, Jean Pierre",846,1987,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Protestantes en México,Researchers,Students
La desigualdad ante la muerte: 1800-1850,1991_marquez_l.pdf,1991_marquez_l.pdf,"Márquez Morfín, Lourdes",848,1991,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Epidemias,Researchers,Students
El proyecto literario de Juan José Arreola: un giro en espiral,1986_poot_sg.pdf,1986_poot_sg.pdf,"Poot Herrera, Sara Guadalupe",851,1986,,Doctor en Literatura Hispánica,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,"Arreola, Juan José",Researchers,Students
"Criminalidad, cárceles y sistema penitenciario en México, 1876-1910",1995_padilla_a.pdf,1995_padilla_a.pdf,"Padilla Arroyo, Antonio",853,1995,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Administración de justicia,Researchers,Students
Obrajes y tejedores en Nueva España: 1750-1810,1984_mino_m.pdf,1984_mino_m.pdf,"Miño Grijalva, Manuel",856,1984,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Industria textil,Researchers,Students
La sociedad contra el estado,1988_moreno_fa.pdf,1988_moreno_fa.pdf,"Moreno Parada, Francisco",881,1988,,Doctor en Ciencias Sociales,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,,El Salvador,Researchers,Students
Las raíces económicas y sociales de la democracia y su ruptura: estudio sobre Chile,1985_osorio_J.pdf,1985_osorio_J.pdf,"Osorio Urbina, Jaime",882,1985,,Doctor en Ciencias Sociales,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,,Clases sociales,Researchers,Students
El congreso en la primera república centralista,1989_sordo_r.pdf,1989_sordo_r.pdf,"Sordo Cedeño, Reynaldo",885,1989,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,México,Researchers,Students
"Iglesia y movimientos sociales en México, 1972-1987: los casos de Ciudad Juárez y El Istmo de Tehuantepec",1991_muro_vg.pdf,1991_muro_vg.pdf,"Muro González, Víctor Gabriel",886,1991,,Doctor en Ciencias Sociales,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,,"Iglesia católica en Ciudad Juárez, Chihuahua",Researchers,Students
"Yucatán: ejidos sin campesinos: repercusión de la política agraria en las formas de vida de los ejidatarios, 1940-1984",1987_banos_o.pdf,1987_banos_o.pdf,"Baños Ramírez, Othón",887,1987,,Doctor en Ciencias Sociales,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,Sociología,Campesinos,Researchers,Students
Relaciones de la Iglesia con el Estado en México: 1930-1940,1986_negrete_me.pdf,1986_negrete_me.pdf,"Negrete Salas, Martaelena",892,1986,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Iglesia Católica,Researchers,Students
El sentido de los sintagmas nominales y los tipos de predicación,1984_garcia_j.pdf,1984_garcia_j.pdf,"García Fajardo, Josefina",893,1984,,Doctor en Lingüística Hispánica,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,Español,Researchers,Students
El Retrato de la lozana andaluza de Francisco Delicado a la luz de las teorías de Mijaíl Bajtín,1985_bubnova_t.pdf,1985_bubnova_t.pdf,"Bubnova, Tatiana",894,1985,,Doctor en Letras Hispánicas,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,"Bajtin, Mijail Mijáilovich",Researchers,Students
"La educación primaria en la ciudad de México, 1786-1836",1975_tanck_d.pdf,1975_tanck_d.pdf,"Tanck de Estrada, Dorothy",899,1975,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Educación elemental,Researchers,Students
Formación y desarrollo de un pueblo novohispano en el Valle de Toluca: Metepec,1986_jarqun_mt.pdf,1986_jarquin_mt.pdf,"Jarquin Ortega, María Teresa",900,1986,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,"Metepec, México (Estado)",Researchers,Students
Los congresos subnacionales y la política de gasto en México: el ejercicio de la función presupuestaria,,,"Sánchez Martínez, José Said",903,2016,,Doctor en Ciencia Social,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,Sociología,LOCAL,Researchers,Students
Efrén Hernández: el arte de la digresión en El Señor de Palo y Cerrazón sobre Nicomaco,,,"Berdeja Acevedo, Juan Manuel",914,2016,,Doctor en Literatura Hispánica,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,local,Researchers,Students
"Migración temporal y permanencia de población rural: el caso de Malinalco, en el Estado de México",1990_szasz_ir.pdf,1990_szasz_ir.pdf,"Szasz, Ivonne",924,1990,,Doctor en Ciencias Sociales,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Migración rural-urbana,Researchers,Students
"A la sombra de la contrainsurgencia: violencia crónica y procesos de identificación política en Atoyac de Álvarez, Guerrero",,,"Argüello Cabrera, Libertad",934,2016,,Doctor en Ciencia Social,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,Sociología,local,Researchers,Students
El proyecto de Macedonio Fernández para una primera novela buena,1985_dudley_Je.pdf,1985_dudley_Je.pdf,"Dudley, Janet E.",943,1985,,Doctor en Literatura Hispánica,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,"Fernández, Macedonio",Researchers,Students
"Temas y variaciones del poema extenso moderno en México: cada cosa es Babel de Eduardo Lizalde, de cómo Robert Schumann fue vencido por los demonios de Francisco Hernández, y a pie de Luigi Amara",,,"González Molina, Óscar Javier",951,2016,,Doctor en Literatura Hispánica,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,local,Researchers,Students
Transferencias gubernamentales y comportamiento electoral: el efecto político-electoral del FONDEN,,,"Beltrán Pulido, Brisna Michelle",975,2016,,Doctor en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,LOCAL,Researchers,Students
"Ciudades, conocimiento e innovación: estructura y distribución espacial de los servicios intensivos en conocimiento entre las zonas metropolitanas de México",,,"Santiago García, Luis Enrique",976,2016,,Doctor en Estudios Urbanos y Ambientales,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,local,Researchers,Students
"La guitarra, la imprenta y la nación: una historia de Cuba desde la memoria popular (1892-1902)",,,"Díaz Frene, Jaddiel",977,2016,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,local,Researchers,Students
Estrategias de familias mexicanas en Phoenix frente a las políticas anti-inmigrantes de Arizona: la emigración interestatal,,,"Torre Cantalapiedra, Eduardo",984,2016,,Doctor en Estudios de Población,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,local,Researchers,Students
El rufián y sus modalidades: de la poesía y romances de germanía a las jácaras carcelarias de Quevedo,,,"Valenzuela Rodríguez, Jesús Jorge",991,2016,,Doctor en Literatura Hispánica,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,local,Researchers,Students
El telar de las ideas de nación: práctica y controversia intelectual desde la crisis estatal a Evo Morales,,,"Paz González, Eduardo Rubén",1000,2016,,Doctor en Ciencias Sociales,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,Sociología,local,Researchers,Students
"La invención de una agricultura próspera: itinerarios del fomento agrícola entre el porfiriato y la revolución, 1876-1915",2000_zuleta_mc.pdf,,"Zuleta, María Cecilia",1007,2000,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Agricultura y Estado,Researchers,Students
Paternidad y vida familiar en la ciudad de México: un acercamiento cualitativo al papel desempeñado por los varones en los ámbitos reproductivo y doméstico,2000_rojas_ol.pdf,,"Rojas, Olga Lorena",1011,2000,,Doctor en Estudios de Población,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Padres e hijos,Researchers,Students
"Martí, poeta: proposición de otras bases para la revisión de su trayectoría",2000_sanchez_o.pdf,,"Sánchez Aguilera, Osmar",1014,2000,,Doctor en Literatura Hispánica,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,"Martí, José",Researchers,Students
Un sistema bancario con emisión de billetes por empresarios privados: el comportamiento del Banco Nacional de México en el proceso de creación dinero : México 1884-1910,2001_gomez_mi.pdf,,"Gómez, Mónica Irene",1016,2001,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Banco de México,Researchers,Students
"Colapso y reforma: la integración del sistema bancario y las finanzas públicas en el México revolucionario, 1913-1932",2000_anaya_l.pdf,,"Anaya Merchant, Luis",1019,2000,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Bancos,Researchers,Students
"Comunidad, sociedad andina y procesos socio-históricos en el norte de Chile",2001_gundermann_hh.pdf,,"Gundermann Kröll, Hans Herbert",1022,2001,,Doctor en Ciencias Sociales,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,Sociología,Chile,Researchers,Students
"La carne: entre el lujo y la subsistencia mercado, abastecimiento y precios en Ciudad de México, 1750-1812",2000_quiroz_e.pdf,,"Quiroz, Enriqueta",1028,2000,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Abastecimiento de alimentos,Researchers,Students
Participación económica juvenil en México en un contexto de reestructuración económica y crisis,2000_navarrete_el.pdf,,"Navarrete, Emma Liliana",1029,2000,,Doctor en Ciencias Sociales,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,Estudios de Población,Jóvenes,Researchers,Students
Tierra y comunidad un dilema irresuelto: el caso del altiplano cundiboyacense (Virreinato de la Nueva Granada) 1750-1800,2001_bonnett_di.pdf,,"Bonnett Vélez, Diana Inés",1030,2001,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Tierra,Researchers,Students
"Indios, curas y nación la sociedad indígena frente a un proceso de secularización: Oaxaca, siglo XIX",2000_traffano_d.pdf,,"Traffano, Daniela",1031,2000,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Iglesia y estado,Researchers,Students
"Oaxaca en el siglo dieciocho: población, familia y economía",2001_rabell_ca.pdf,,"Rabell Romero, Cecilia",1033,2001,,Doctor en Ciencias Sociales,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,Estudios de Población,Familia,Researchers,Students
Entre la incertidumbre y la certeza: una identidad profesional que busca su expresión : estudio de caso de los trabajadores de FANAPEL,2001_margel_g.pdf,,"Margel Santos, Geyser",1036,2001,,Doctor en Ciencia Social,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,Sociología,Fábrica Nacional de Papel (Uruguay),Researchers,Students
"Sur, una revista en la tormenta: los años de formación: 1931-1944",2001_rosenfeld_a.pdf,,"Rosenfeld, Alba Nora",1042,2001,,Doctor en Literatura Hispánica,Centro de Estudios Linguísticos y Literarios,,El Colegio de México A.C.,4,,,Literatura argentina,Researchers,Students
"Conceptos, imágenes y representaciones de la niñez en México, 1880-1914",2001_castillo_adel.pdf,,"Castillo Troncoso, Alberto del",1043,2001,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Fotografía,Researchers,Students
"Sobrevivencia en el Estado de México, 1898-1930",2001_vera_mg.pdf,,"Vera Bolaños, Marta Guadalupe",1051,2001,,Doctor en Ciencias Sociales,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,Estudios de Población,Epidemiología,Researchers,Students
"De la autonomía a la subordinación: riego, organización social y administración de recursos hidráulicos en la cuenca del Río Laja, Guanajuato, 1568-1917",2001_sanchez_m.pdf,,"Sánchez, Martín",1053,2001,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Recursos hidráulicos,Researchers,Students
"La zona libre: el régimen de excepción fiscal y la economía, el comercio y la sociedad de la Frontera Norte de México, desde su conformación hasta el Tratado de Libre Comercio",2000_herrera_o.pdf,,"Herrera Pérez, Octavio",1061,2000,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Aranceles preferenciales,Researchers,Students
De invitadas a protagonistas: la integración de las mujeres a la política en el México moderno : estudio de caso,2001_martinez_ai.pdf,,"Martínez Fernández, Alicia Inés",1065,2001,,Doctor en Ciencias Sociales,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,Sociología,Mujeres,Researchers,Students
"Fuerzas armadas, cultura política y seguridad interna: orígenes y consolidación del poder militar en Argentina, 1853-1943",2001_forte_r.pdf,,"Forte, Riccardo",1067,2001,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Cultura política,Researchers,Students
Jefatura de hogar femenina y bienestar familiar en México,2000_acosta_f.pdf,,"Acosta Díaz, Félix",1069,2000,,Doctor en Ciencias Sociales,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,Estudios de Población,Asistencia pública,Researchers,Students
"Hacia la construcción de una nueva sociabilidad política: indios, ciudadanía y representación en el Valle de México, 1770-1835",2000_guarisco_c.pdf,,"Guarisco, Claudia",1070,2000,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Indios del Valle de México,Researchers,Students
Integración imperial: el sistema de monopolios de tabaco en el Imperio español : Cuba y América en el siglo XVIII,2000_nanter_l.pdf,,"Náter Vázquez, Laura",1073,2000,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Monopolios industriales,Researchers,Students
"Clases verbales, transitividad y valencia verbal en el pjyekakjó, tlahuica de San Juan Atzingo",2012_martinez_ap.pdf,2012_martinez_ap.pdf,"Martínez Ortega, Aileen Patricia",1074,2012,,Doctor en Lingüística,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,Ocuilteco (Idioma),Researchers,Students
Caminos en la selva: relaciones entre Yucatán y el Petén siglos XVII-XIX,2000_caso_l.pdf,,"Caso Barrera, Laura",1075,2000,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Encomiendas,Researchers,Students
La política de una rebelión: los indígenas frente al tumulto de 1692 en la Ciudad de México,2000_silva_n.pdf,,"Silva Prada, Natalia",1079,2000,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Indios de México,Researchers,Students
La concordancia de número en español,2001_soler_ma.pdf,,"Soler Arechalde, María Angeles",1084,2001,,Doctor en Lingüística Hispánica,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,Español,Researchers,Students
"Notables y poder rural en una sociedad del Chile central: Colchagua, 1750-1850",2001_caceres_J.pdf,,"Cáceres Muñoz, Juan",1085,2001,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Colchahua (Chile),Researchers,Students
"Sintaxis y semántica-pragmática de los adverbios de restricción en el español del ejido de San José de Tuitán, Durango: estudio descriptivo",2000_campuzano_lm.pdf,,"Campuzano Volpe, Laura Ma.",1089,2000,,Doctor en Lingüística Hispánica,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,Español,Researchers,Students
"Los viajes presidenciales en Chile, siglo XIX: Balmaceda en la provincia",2000_sagredo_r.pdf,,"Sagredo B., Rafael",1093,2000,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,"Balmaceda, José Manuel",Researchers,Students
El escritor y la tradición en la obra de Ricardo Piglia,2000_fornet_J.pdf,,"Fornet, Jorge",1094,2000,,Doctor en Literatura Hispánica,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,"Piglia, Ricardo",Researchers,Students
"Militares conservadores en la reforma y el segundo imperio, 1857-1867",2001_hernandez_c.pdf,,"Hernández López, Conrado",1097,2001,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Conservadurismo,Researchers,Students
"Dinámica demográfica, familia e instituciones: envejecimiento poblacional en Brasil y México",,,"Gomes, Cristina",1098,2001,,Doctor en Estudios de Población,Centro de Estudios de Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Envejecimiento,Researchers,Students
Frantz Fanon: política y poética del sujeto poscolonial,2001_oto_ade.pdf,,"De Oto, Alejandro",1100,2001,,Doctor en Estudios de Asia y Africa,Centro de Estudios de Asia y Africa,,El Colegio de México A.C.,5,,Africa,"Fanon, Frantz",Researchers,Students
"Las vertientes de los ríos: modernización y conflicto social en Atlixco, Puebla, 1880-1920",2001_castaneda_mdr.pdf,,"Castañeda González, Rocío",1102,2001,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Agua potable,Researchers,Students
"La caricatura como expresión de protesta y descontento político, 1876-1888",2002_gantus_f.pdf,,"Gantús, Fausta",1103,2002,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,México,Researchers,Students
"Poder político y económico de los pueblos chocholtecos de Oaxaca: municipios, cofradías y tierras comunales, 1825-1890",2005_mendoza_je.pdf,2005_mendoza_je.pdf,"Mendoza García, Jesús Edgar",1104,2005,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Chocholtecos (Indios),Researchers,Students
"So dí orisa, deificación o imposible ancestralización: surgimiento de las deidades entre los yoruba",2005_caban_ja.pdf,2005_caban_ja.pdf,"Cabán Torres, José Alberto",1105,2005,,Doctor en Estudios de Asia y Africa,Centro de Estudios de Asia y Africa,,El Colegio de México A.C.,4,,Africa,Apoteosis,Researchers,Students
"Los desafíos del movimiento mapuche: política étnica, redes y proyecto alternativo, 1967-1995",2004_martinez_chg.pdf,2004_martinez_chg.pdf,"Martínez Neira, Christian Gabriel",1108,2004,,Doctor en Ciencias Sociales mención Sociología,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,,Indios de Chile,Researchers,Students
Verbos de emoción y aktionsart,2004_islas_mr.pdf,,"Islas Canales, Martha Ruth",1111,2004,,Doctor en Lingüística,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,Español,Researchers,Students
"Entre el control y la movilización: honor, trabajo y solidaridades artesanales en la ciudad de México a mediados del siglo XIX",2005_teitelbaum_v.pdf,2005_teitelbaum_v.pdf,"Teitelbaum, Vanesa E",1117,2005,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Artesanos,Researchers,Students
"Pueblos y comunidades de indios en la vertiente sur del Chicnahuitecatl, siglos XV-XVIII",2005_gonzalez_g.pdf,2005_gonzalez_g.pdf,"González Reyes, Gerardo",1118,2005,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Chicnahuitecatl (Sitio arqueológico : México),Researchers,Students
"Imaginarios ambiguos, realidades contradictorias: conductas y representaciones de los negros y mulatos novohispanos, siglos XVI-XVII",2005_camba_u.pdf,2005_camba_u.pdf,"Camba Ludlow, Úrsula",1122,2005,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Mulatos,Researchers,Students
"Protesta y reforma: la contribución de los movimientos sociales al cambio democrático: los movimientos cívicos, los ciclos de protesta y reforma política de 1977 en México",2004_estrada_at.pdf,2004_estrada_at.pdf,"Estrada Castañón, Alba Teresita",1123,2004,,Doctor en Ciencias Sociales,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,Sociología,Democracia,Researchers,Students
Ríos internacionales entre México y Estados Unidos: los tratados de 1906 y 1944,2004_samaniego_ma.pdf,2004_samaniego_ma.pdf,"Samaniego, Marco Antonio",1127,2004,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,México,Researchers,Students
El trabajo labil: inestabilidad laboral y familia en el noreste de la ciudad de México,2005_olivo_ma.pdf,2005_olivo_ma.pdf,"Olivo Pérez, Miguel Angel",1134,2005,,Doctor en Ciencia Social,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,Sociología,Cambio de empleo,Researchers,Students
Así en la tierra como en el cielo: manifestaciones cotidianas de la culpa y el perdón en la Nueva España de los siglos XVI y XVII,2005_rosello_e.pdf,2005_rosello_e.pdf,"Rosello Soberón, Estela",1136,2005,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Evangelización,Researchers,Students
"Partidos nacionales y programas políticos en México, 1918-1928",2005_macgregor_j.pdf,2005_mac gregor_j.pdf,"Mac Gregor Campuzano, Javier",1140,2005,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Cultura política,Researchers,Students
Procesos de conformación y consolidación de grupos de investigación: factores materiales y simbólicos que convocan y dan sentido a los grupos,2005_hamui_m.pdf,2005_hamui_m.pdf,"Hamui Sutton, Mery",1151,2005,,Doctor en Ciencia Social,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,Sociología,Educación superior,Researchers,Students
"Individualización, colectividad y ritualismo: identidad del trabajo de los profesionales en Chile",2005_romero_es.pdf,2005_romero_es.pdf,"Romero Carreño, Esteban",1156,2005,,Doctor en Ciencia Social,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,Sociología,Empleados profesionales,Researchers,Students
El trabajo en la calle: subsistencia y negociación política en la ciudad de México a comienzos del siglo XX,2005_barbosa_rm.pdf,2005_barbosa_rm.pdf,"Barbosa Cruz, Roger Mario",1157,2005,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Control social,Researchers,Students
"La arquitectura del estado mexicano: formas de gobierno, representación política y ciudadanía, 1821-1857",2004_arroyo_i.pdf,2004_arroyo_i.pdf,"Arroyo García, Israel",1161,2004,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Gobierno comparado,Researchers,Students
El perfil sociodemográfico de los hogares de la ciudad de La Habana y su relación con la presencia de migrantes,2005_franco_mc.pdf,2005_franco_mc.pdf,"Franco Suárez, María del Carmen",1171,2005,,Doctor en Estudios de Población,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Cambio social,Researchers,Students
"Múltiples voces en la poesía de Francisco Hernández, Blanca Wiethüchter y Raúl Zurita",2004_velasquez_m.pdf,2004_velasquez_m.pdf,"Velásquez Guzmán, Mónica",1174,2004,,Doctor en Literatura Hispánica,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,"Hernández, Francisco",Researchers,Students
La navegación del alma de Eugenio de Salazar: estudio y edición,2005_locke_j.pdf,2005_locke_j.pdf,"Locke, Jessica C",1177,2005,,Doctor en Literatura Hispánica,Centro de Estudios Linguísticos y Literarios,,El Colegio de México A.C.,4,,,"Salazar, Eugenio de",Researchers,Students
"El unionismo científico y los intelectuales en la vida política centroamericana, 1898-1921",2005_silva_am.pdf,2005_silva_am.pdf,"Silva Hernández, Ana Margarita",1182,2005,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Científicos,Researchers,Students
"Crisis familiar, patrimonios y cultura material: Guanajuato del virreinato a la nación",2005_garcia_m.pdf,2005_garcia_m.pdf,"García Acosta, María",1183,2005,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Familia,Researchers,Students
Las brújulas de Roque Dalton: una poética del mestizaje salvadoreño,2005_melgar_l.pdf,2005_melgar_l.pdf,"Melgar Brizuela, Luis",1186,2005,,Doctor en Literatura Hispánica,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,"Dalton García, Roque",Researchers,Students
"Análisis de la mortalidad de los pensionados por invalidez total y permanente del Instituto Mexicano del Seguro Social, 1997-2002",2005_yanez_ma.pdf,2005_yanez_ma.pdf,"Yáñez Acosta, María de los Ángeles",1189,2005,,Doctor en Estudios de Población,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Mortalidad,Researchers,Students
"Espacios divididos: naciones, fronteras, política, ciudadanos",2005_carballido_l.pdf,2005_carballido_l.pdf,"Carballido Coria, Laura",1191,2005,,Doctor en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,5,,India,Ciudadanía,Researchers,Students
"Obedientes e insatisfechos: legitimidad y transición política entre los ciudadanos ordinarios de la ciudad de México, 1995-1997",2005_loza_n.pdf,2005_loza_n.pdf,"Loza Otero, Nicolás",1192,2005,,Doctor en Ciencia Social,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,Sociología,Partido Revolucionario Institucional (México),Researchers,Students
Campo disciplinario y práctica académica: el impacto de la formación profesional en la trayectoria de los académicos universitarios,2004_perez_j.pdf,2004_perez_j.pdf,"Pérez Castro, Judith",1199,2004,,Doctor en Ciencia Social,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,Sociología,Formación profesional,Researchers,Students
"Estructura social y planeación urbana en la ciudad de México, 1990-2000",2006_bass_s.pdf,2006_bass_s.pdf,"Bass Zavala, Sonia",1201,2006,,Doctor en Ciencia Social,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,Sociología,Estructura social,Researchers,Students
¿Quién se casa con quién? sus distintas dimensiones de análisis: una perspectiva espacial e intergeneracional,2011_sosa_mv.pdf,2011_sosa_mv.pdf,"Sosa Márquez, María Viridiana",1209,2011,,Doctor en Estudios de Población,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Familia,Researchers,Students
Mecanismos lingüísticos de la risa en el teatro cómico breve del Siglo de Oro: María del Carmen Dorado Arroyo ; asesor: Aurelio González,2006_dorado_mdc.pdf,2006_dorado_mdc.pdf,"Dorado Arroyo, María del Carmen",1212,2006,,Doctor en Letras Hispánicas,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,Comedia mexicana,Researchers,Students
"Capitanes a guerra, linajes de frontera: estrategias de dominación entre las élites familiares en el oriente de San Luis, 1617-1823",2006_rangel_ja.pdf,2006_rangel_ja.pdf,"Rangel Silva, José Alfredo",1215,2006,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Elites,Researchers,Students
"El Congreso de la Unión y las transformaciones del liberalismo y federalismo mexicanos, 1857-1910",2001_luna_mlm.pdf,,"Luna Argudín, María Leonila Matilde",1219,2001,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,México,Researchers,Students
